	title	link_to_tools	tag	views	citations_amount	altmetric_score	journal	authors	topics	abstract	date	citations_link	link	doi	references	all_links	altmetric_link	year
630	"SST: an algorithm for finding near-exact sequence matches  in
   time proportional to the logarithm of the database size"	http://egiladi@incyte.com,http://mwalker@incyte.com	ORIGINAL PAPER	6	23	0	Bioinformatics Oxford	Eldar Giladi,Michael G. Walker,James Z. Wang,Wayne Volkmuth	NULL	Motivation: Searches for near exact sequence matches are performed frequently in large-scale sequencing projects and in comparative genomics.The time and cost of performing these large-scale sequence-similarity searches is prohibitive using even the fastest of the extant algorithms. Faster algorithms are desired.Results: We have developed an algorithm, called SST (Sequence Search Tree), thatsearches a database of DNA sequences for near-exact matches, in time proportional to the logarithm of the database sizen. In SST, we partition each sequence into fragments of fixed length called ‘windows’ using multiple offsets. Each window is mapped into a vector of dimension 4kwhich contains the frequency of occurrence of its componentk-tuples, withka parameter typically in the range 4–6. Then we create a tree-structuredindex of the windows in vector space,with tree-structured vector quantization (TSVQ).We identify the nearest neighbors of aquery sequence by partitioning the query intowindows and searching the tree-structured index for nearest-neighbor windows in the database. When the tree is balanced this yields anO(logn) complexity for the search. This complexity was observed in our computations. SST is most effective for applications in which thetarget sequences show a high degree of similarity to thequery sequence, such as assemblingshotgun sequences or matching ESTs to genomic sequence. The algorithm is also an effective filtration method. Specifically, it can be usedas a preprocessing step for other search methods to reduce the complexity of searching one large database against another. For the problem of identifying overlapping fragments in the assemblyof 120 000 fragments from a 1.5 megabase genomic sequence, SST is15 times faster than BLAST when we consider both building andsearching the tree. For searching alone (i.e. after building the tree index), SST 27 times faster than BLAST.Availability: Request from the authors.Contact:egiladi@incyte.commwalker@incyte.com*To whom correspondence should beaddressed.	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400011&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/873/220853/SST-an-algorithm-for-finding-near-exact-sequence	10.1093/bioinformatics/18.6.873	NULL	http://egiladi@incyte.com,http://mwalker@incyte.com	NULL	NULL
631	Hybrid alignment: high-performance with universal statistics	http://yyu@fau.edu	ORIGINAL PAPER	2	16	0	Bioinformatics Oxford	Yi-Kuo Yu,Ralf Bundschuh,Terence Hwa	NULL	The score statistics of a recently introduced `hybrid alignment' algorithm is studied in detail numerically. An extensive survey across the 2216 models of protein domains contained in the Pfam v5.4 database (Batemanet al.,Nucleic Acids Res.,28, 263–266, 2000) verifies the theoretical predictions: For the position-specific scoring functions used in the Pfam models, the score statistics of hybrid alignment obey the Gumbel distribution, with the key Gumbel parameter λ taking on the asymptotic value 1 universally for all models. Thus, the use of hybrid alignmenteliminates the time-consuming computer simulations normally needed to assignp-values to alignment scores, freeing the users to experiment with different scoring parameters and functions. The performance ofthe hybrid algorithm in detecting sequence homology is also studied. For protein sequences from the SCOP database (Murzinet al.,J. Mol. Biol.,247, 536–540, 1995) using uniform scoring functions, the performance is found to be comparable to the best of the existing methods. Preliminary results using the PfamA database suggest that the hybrid algorithm achieves similar performance as existing methods for position-specific scoring systems as well. Hybrid alignment is thereby established as a high performance alignment algorithm withwell-characterized, universal statistics.Contact:yyu@fau.edu*Present address: Department of Physics, The OhioState University, 174 West 18th Avenue, Columbus, OH 43210-1106, USA	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400010&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/864/220832/Hybrid-alignment-high-performance-with-universal	10.1093/bioinformatics/18.6.864	NULL	http://yyu@fau.edu	NULL	NULL
632	The chemical organization of signaling interactions	http://www.ncbs.res.in/~bhalla/examples/EGFR_example.html,http://bhalla@ncbs.res.in	ORIGINAL PAPER	2	14	0	Bioinformatics Oxford	Upinder S. Bhalla	NULL	Motivation: Cellular chemical signaling pathways form complexnetworks that are beginning to be studied at the level of chemical kineticsand databases of reactions. Chemical reaction details are traditionallyrepresented as lists of reactions and rates. This does not map readily tothe block diagram representation familiar to biologists, and obscures thefunctional organization of signaling networks. This study examines motifs insignaling chemistry and reports common features that may help to formalizesuch a mapping between pathway block diagrams and the chemistry. The samemotifs may facilitate data representation and provide functional abstractionof the chemistry.Results: I classified 74 interactions between 25 signaling pathwaysin terms of shared chemical motifs. All interactions in this dataset consistof a few communicating molecules from one set of pathways, and a replicatingset of reactions and molecules from another. Each unique combination of interacting pathways duplicates the chemical reaction scheme of thisreplicating set, but involves different rate constants. Signaling pathwayscan therefore be described in an object-oriented manner as sets of corereactions with well-defined interfaces between pathways. This generalizationlends itself to designing simulators and databases for signaling networks.Availability: Software and example models are freely available fromhttp://www.ncbs.res.in/~bhalla/examples/EGFR_example.htmlContact:bhalla@ncbs.res.in*To whom correspondence should beaddressed.	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400009&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/855/220814/The-chemical-organization-of-signaling	10.1093/bioinformatics/18.6.855	NULL	http://www.ncbs.res.in/~bhalla/examples/EGFR_example.html,http://bhalla@ncbs.res.in	NULL	NULL
633	A novel approach to local reliability of sequence alignments	http://mattias@thep.lu.se	ORIGINAL PAPER	3	19	0	Bioinformatics Oxford	Maximilian Schlosshauer,Mattias Ohlsson	NULL	Motivation: The pairwise alignment of biological sequences obtained from an algorithm will in general contain both correct and incorrect parts. Hence, to allow for a valid interpretation of the alignment, the local trustworthiness of the alignment has to be quantified.Results: We present a novel approach that attributes a reliability index to every pair of residues, including gapped regions, in the optimal alignment of two protein sequences. The method is based on a fuzzy recast of the dynamic programming algorithm for sequence alignment in terms of mean field annealing. An extensive evaluation with structural reference alignments not only shows that the probability for a pair of residues to be correctly aligned grows consistently with increasing reliability index, but moreover demonstrates that the value of the reliability index can directly be translated into an estimate of the probability for a correct alignment.Contact:mattias@thep.lu.se	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400008&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/847/220787/A-novel-approach-to-local-reliability-of-sequence	10.1093/bioinformatics/18.6.847	NULL	http://mattias@thep.lu.se	NULL	NULL
634	Adaptive algorithm of automated annotation	http://www.genebee.msu.su/services/annot/basic.html,http://nik@genebee.msu.su	ORIGINAL PAPER	0	8	0	Bioinformatics Oxford	A. M. Leontovich,L. I. Brodsky,V. A. Drachev,V. K. Nikolaev	NULL	Motivation: It is common knowledge that the avalanche ofdata arriving from the sequencing projects cannot be annotated eitherexperimentally or manually by experts. The need for a reliable andconvenient tool for automated sequence annotation is broadly recognized.Results: Here, we describe theAdaptive Algorithm of Automated Annotation(A4) based on astatistical approach to this problem. The mathematical model relates a setof homologous sequences and descriptions of their functional properties, andcalculates the probabilities of transferring a sequence description onto itshomologue.The proposed model is adaptive, its parameters (distribution characteristics, transference probabilities, thresholds, etc.) are dynamic,i.e. are generated individually for the sequences and various functional properties (words of the description).The proposed technique significantly outperforms the widely used test for frequency threshold, which is a special case of our model realized for thesimplest set of parameters.The prediction technique has been realized as a computer program and tested on a random sequence sampling from SWISS-PROT.Availability: The automated annotation program based onthe proposed algorithm is available through the Web browser athttp://www.genebee.msu.su/services/annot/basic.htmlContact:nik@genebee.msu.su*To whom correspondence should beaddressed.	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400007&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/838/220772/Adaptive-algorithm-of-automated-annotation	10.1093/bioinformatics/18.6.838	NULL	http://www.genebee.msu.su/services/annot/basic.html,http://nik@genebee.msu.su	NULL	NULL
635	Modelling biological processes using workflow and Petri Net models	http://smi.stanford.edu/projects/helix/pubs/process-model/,http://peleg@smi.stanford.edu,http://yeh@smi.stanford.edu,http://russ.altman@stanford.edu	ORIGINAL PAPER	32	80	0	Bioinformatics Oxford	Mor Peleg,Iwei Yeh,Russ B. Altman	NULL	Motivation: Biological processes can be considered at many levels of detail, ranging from atomic mechanism to general processes such as cell division, cell adhesion or cell invasion. The experimental study of protein function and gene regulation typically provides information at many levels. The representation of hierarchical process knowledge in biology is therefore a major challenge for bioinformatics. To represent high-level processes in the context of their component functions, we have developed a graphical knowledge model for biological processes that supports methods for qualitative reasoning.Results: We assessed eleven diverse models that were developed in the fields of software engineering, business, and biology, to evaluate their suitability for representing and simulating biological processes. Based on this assessment, we combined the best aspects of two models: Workflow/Petri Net and a biological concept model. The Workflow model can represent nesting and ordering of processes, the structural components that participate in the processes, and the roles that they play. It also maps to Petri Nets, which allow verification of formal properties and qualitative simulation. The biological concept model, TAMBIS, provides a framework for describing biological entities that can be mapped to the workflow model. We tested our model by representing malaria parasites invading host erythrocytes, and composed queries, in five general classes, to discover relationships among processes and structural components. We used reachability analysis to answer queries about the dynamic aspects of the model.Availability: The model is available athttp://smi.stanford.edu/projects/helix/pubs/process-model/Contact:peleg@smi.stanford.eduyeh@smi.stanford.eduruss.altman@stanford.edu*To whom correspondence should beaddressed.	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400006&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/825/220757/Modelling-biological-processes-using-workflow-and	10.1093/bioinformatics/18.6.825	NULL	http://smi.stanford.edu/projects/helix/pubs/process-model/,http://peleg@smi.stanford.edu,http://yeh@smi.stanford.edu,http://russ.altman@stanford.edu	NULL	NULL
636	NETASA: neural network based prediction of solvent accessibility	http://www.netasa.org,http://shandar@jamia.net	ORIGINAL PAPER	20	71	0	Bioinformatics Oxford	Shandar Ahmad,M. Michael Gromiha	NULL	Motivation: Prediction of the tertiary structure of a protein from its amino acid sequenceis one of the most important problems in molecular biology. The successful prediction of solvent accessibility will be very helpful to achieve this goal. In the present work, we have implemented a server, NETASA for predicting solvent accessibility of amino acids using ournewly optimized neural network algorithm. Several new features in the neural network architecture andtraining method have been introduced, and the network learns faster to provideaccuracy values, which are comparable or better than other methods ofASA prediction.Results: Prediction in two and three state classification systems with several thresholds are provided. Our prediction method achieved the accuracy level upto 90%for training and 88% for test data sets.Three state prediction results provide a maximum 65% accuracy for training and 63% for the test data. Applicability of neural networks for ASA prediction has been confirmed with a larger data set andwider range of state thresholds. Salient differences betweena linear and exponential network for ASA prediction have been analysed.Availability: Online predictions are freely available at:http://www.netasa.org. Linux ix86 binariesof the program written for this work may be obtained by email from the corresponding author.Contact:shandar@jamia.net*To whom correspondence should beaddressed at: RIKEN Tsukuba Institute, 3-1-1, Koyadai, Tsukuba 305 0074, Ibaraki, Japan.†Present address: Computational BiologyResearch Center (CBRC), AIST 2-41-6Aomi, Koto-ku, Tokyo 135-0064, Japan.	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400005&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/819/220748/NETASA-neural-network-based-prediction-of-solvent	10.1093/bioinformatics/18.6.819	NULL	http://www.netasa.org,http://shandar@jamia.net	NULL	NULL
637	Visualizing metabolic activity on a genome-wide scale	http://a.h.vankampen@amc.uva.nl	ORIGINAL PAPER	2	7	0	Bioinformatics Oxford	A. C. M. Luyf,J. de Gast,A. H. C. van Kampen	NULL	Motivation: To enhance the exploration of gene expression data in a metabolic context, one requires an application that allows the integration of this data and which represents this data in a (genome-wide) metabolic map. The layout of this metabolic map must be highly flexible to enable discoveries of biological phenomena. Moreover, it must allow the simultaneous representation of additional information about genes and enzymes. Since the layout and properties of existing maps did not fulfill our requirements, we developed a new way of representing gene expression data in metabolic charts.Results: ViMAc generates user-specified (genome-wide) metabolic maps to explore gene expression data. To enhance the interpretation of these maps information such as sub-cellular localization is included. ViMAc can be used to analyse human or yeast expression data obtained with DNA microarrays or SAGE. We introduce our metabolic map method and demonstrate how it can be applied to explore DNA microarray data for yeast.Availability: ViMAc is freely available for academic institutions on request from the authors.Contact:a.h.vankampen@amc.uva.nl*To whom correspondence should beaddressed.	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400004&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/813/220741/Visualizing-metabolic-activity-on-a-genome-wide	10.1093/bioinformatics/18.6.813	NULL	http://a.h.vankampen@amc.uva.nl	NULL	NULL
638	Confidence measures for protein fold recognition	http://ingolf.sommer@gmd.de	ORIGINAL PAPER	4	10	0	Bioinformatics Oxford	Ingolf Sommer,Alexander Zien,Niklas von Öhsen,Ralf Zimmer,Thomas Lengauer	NULL	Motivation: We present an extensive evaluation of different methods and criteria to detect remote homologs of a given protein sequence.We investigate two associated problems: first, to develop a sensitive searching method to identify possible candidates and, second, to assign a confidence to the putative candidates in order to select the best one.For searching methods where the score distributions are known,p-values are used as confidence measure with great success. For the cases where such theoretical backing is absent, we propose empirical approximations top-values for searching procedures.Results: As a baseline, we review the performances of different methods for detecting remote protein folds (sequence alignment and threading, with and without sequence profiles, global and local).The analysis is performed on a large representative set of protein structures.For fold recognition, we find that methods using sequence profiles generally perform better than methods using plain sequences, and that threading methods perform better than sequence alignment methods.In order to assess the quality of the predictions made, we establish and compare several confidence measures, including raw scores,z-scores, raw score gaps,z-score gaps, and different methods ofp-value estimation.We work our way from the theoretically well backed local scores towards more explorative global and threading scores.The methods for assessing the statistical significance of predictions are compared using specificity--sensitivity plots. For local alignment techniques we find thatp-value methods work best, albeit computationally cheaper methods such as those based on score gaps achieve similar performance. For global methods where no theory is available methods based on score gaps work best.By using the score gap functions as the measure of confidence we improve the more powerful fold recognition methods for whichp-values are unavailable.Availability: The benchmark set is available upon request.Contact:ingolf.sommer@gmd.de*To whom correspondence should beaddressed.	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400003&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/802/220734/Confidence-measures-for-protein-fold-recognition	10.1093/bioinformatics/18.6.802	NULL	http://ingolf.sommer@gmd.de	NULL	NULL
639	"A Bayesian network model for protein fold and remote
homologue recognition"	http://alpan_raval@kgi.edu,http://zoubin@gatsby.ucl.ac.uk,http://david_wild@kgi.edu	ORIGINAL PAPER	6	23	0	Bioinformatics Oxford	A. Raval,Z. Ghahramani,D. L. Wild	NULL	Motivation: The Bayesian network approach is a framework which combines graphicalrepresentation and probability theory, which includes, as a special case,hidden Markov models. Hidden Markov models trained on amino acid sequence or secondary structure data alone have been shown to have potentialfor addressing the problem of protein fold and superfamily classification.Results: This paper describes a novel implementation of a Bayesian network whichsimultaneously learns amino acid sequence, secondary structure and residueaccessibility for proteins of known three-dimensional structure. Anawareness of the errors inherent in predicted secondary structure may beincorporated into the model by means of a confusion matrix. Training andvalidation data have been derived for a number of protein superfamilies fromthe Structural Classification of Proteins (SCOP) database. Cross validationresults using posterior probability classification demonstrate that theBayesian network performs better in classifying proteins of known structuralsuperfamily than a hidden Markov model trained on amino acid sequencesalone.Contact:alpan_raval@kgi.eduzoubin@gatsby.ucl.ac.ukdavid_wild@kgi.edu*To whom correspondence should beaddressed.	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400002&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/788/220722/A-Bayesian-network-model-for-protein-fold-and	10.1093/bioinformatics/18.6.788	NULL	http://alpan_raval@kgi.edu,http://zoubin@gatsby.ucl.ac.uk,http://david_wild@kgi.edu	NULL	NULL
640	Exon discovery by genomic sequence alignment	http://bibiserv.techfak.uni-bielefeld.de/dialign/,http://burkhard@TechFak.Uni-Bielefeld.DE	ORIGINAL PAPER	5	31	0	Bioinformatics Oxford	Burkhard Morgenstern,Oliver Rinner,Saïd Abdeddaïm,Dirk Haase,Klaus F. X. Mayer,Andreas W. M. Dress,Hans-Werner Mewes	NULL	Motivation: During evolution, functional regions in genomic sequencestend to be more highly conserved thanrandomly mutating ‘junk DNA’ so local sequence similarityoften indicates biological functionality.This fact can be used to identify functional elements in large eukaryotic DNA sequences by cross-species sequence comparison. In recent years,several gene-prediction methods have been proposed that work bycomparing anonymous genomic sequences, for example from human and mouse.The main advantage of these methods is that they are based onsimple and generally applicablemeasures of (local) sequence similarity; unlike standard gene-finding approachesthey do not depend on species-specific training data or on the presence of cognate genes in data bases. As all comparative sequence-analysis methods,the new comparative gene-finding approaches critically rely on the quality ofthe underlying sequence alignments.Results: Herein, we describe a new implementation of the sequence-alignment program DIALIGNthat has been developed for alignment of large genomic sequences. We compareour method to the alignment programs PipMaker, WABA and BLASTand we show that local similarities identified by these programsare highly correlated to protein-coding regions. In our test runs, PipMaker was the mostsensitivemethod while DIALIGN was mostspecific.Availability: The program is downloadable from the DIALIGNhome page athttp://bibiserv.techfak.uni-bielefeld.de/dialign/Contact:burkhard@TechFak.Uni-Bielefeld.DE*To whom correspondence should be addressedat Universität Bielefeld, Technische Fakultät, Praktische Informatik, Postfach 100131, 33501 Bielefeld, Germany.	2002-06-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176553400001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/6/777/220703/Exon-discovery-by-genomic-sequence-alignment	10.1093/bioinformatics/18.6.777	NULL	http://bibiserv.techfak.uni-bielefeld.de/dialign/,http://burkhard@TechFak.Uni-Bielefeld.DE	NULL	NULL
641	CS-PSeq-Gen: Simulating the evolution of protein sequence under constraints	http://condor.urbb.jussieu.fr/CS-PSeq-Gen.html,http://tuffery@urbb.jussieu.fr	APPLICATIONS NOTE	15	4	0	Bioinformatics Oxford	P. Tufféry	NULL	Summary: CS-PSeq-Gen is a program derived from PSeq-Gen, designed to perform simulations of the evolution of protein sequences under the constraints of a reconstructed phylogeny. It also provides a basis for the investigation of the correlated evolution of sites.Availability:http://condor.urbb.jussieu.fr/CS-PSeq-Gen.htmlContact:tuffery@urbb.jussieu.fr	2002-07-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176911100017&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/7/1015/256756/CS-PSeq-Gen-Simulating-the-evolution-of-protein	10.1093/bioinformatics/18.7.1015	NULL	http://condor.urbb.jussieu.fr/CS-PSeq-Gen.html,http://tuffery@urbb.jussieu.fr	NULL	NULL
642	CaGE: Cardiac gene expression knowledgebase	http://www.cage.wbmei.jhu.edu,http://mbbober@pol.net,http://rwinslow@bme.jhu.edu	APPLICATIONS NOTE	11	10	0	Bioinformatics Oxford	Michael Bober,Kevin Wiehe,Christina Yung,Tugba Onal Suzek,Matthew Lin,William Baumgartner, Jr,Raimond Winslow	NULL	Summary: CaGE is a Cardiac Gene Expression knowledgebase we havedeveloped to facilitate the analysis of genes important to human cardiacfunction. CaGE integrates the functionality of the LocusLink database withdata from several human cardiac expression libraries, phenotypic data fromOMIM™and data from large-scale microarray gene expression studies tocreate a knowledgebase of gene expression in human cardiac tissue. Theknowledgebase is fully searchable via the web using several intuitive queryinterfaces. Results can be displayed in several concise easy to navigateformats.Availability: CaGE is located athttp://www.cage.wbmei.jhu.eduContact:mbbober@pol.net;rwinslow@bme.jhu.edu*To whom correspondence should beaddressed.	2002-07-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176911100016&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/7/1013/256738/CaGE-Cardiac-gene-expression-knowledgebase	10.1093/bioinformatics/18.7.1013	NULL	http://www.cage.wbmei.jhu.edu,http://mbbober@pol.net,http://rwinslow@bme.jhu.edu	NULL	NULL
643	TangleSolve: topological analysis of site-specific recombination	http://bio.math.berkeley.edu/TangleSolve/,http://mariel@math.berkeley.edu	APPLICATIONS NOTE	18	19	0	Bioinformatics Oxford	Yuki Saka,Mariel Vázquez	NULL	Summary: TangleSolve is a program for analysing site-specific recombination using thetangle model. The program offers an easy-to-use graphical user interface anda visualization tool. Biologists working in topological enzymology can usethis program to compute and visualize site-specific recombination mechanismsthat accommodate their experimental data. TangleSolve can also prove usefulas a teaching aid for mathematical biology and computational molecularbiology courses.Availability:http://bio.math.berkeley.edu/TangleSolve/Contact:mariel@math.berkeley.edu*To whom correspondence should beaddressed.	2002-07-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176911100015&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/7/1011/256711/TangleSolve-topological-analysis-of-site-specific	10.1093/bioinformatics/18.7.1011	NULL	http://bio.math.berkeley.edu/TangleSolve/,http://mariel@math.berkeley.edu	NULL	NULL
644	Determining a unique defining DNA sequence for yeast species using hashing techniques	http://www.sys.uea.ac.uk/~jjw/project/paper,http://jjw@sys.uea.ac.uk	ORIGINAL PAPER	14	12	0	Bioinformatics Oxford	Jan-Jaap Wesselink,Beatriz de la Iglesia,Stephen A. James,Jo L. Dicks,Ian N. Roberts,Vic J. Rayward-Smith	NULL	Motivation: Yeasts are often still identified with physiological growth tests, which are both time consuming and unsuitable for detection of a mixture of organisms. Hence, there is a need for molecular methods to identify yeast species.Results: A hashing technique has been developed to search for unique DNA sequences in 702 26S rRNA genes. A unique DNA sequence has been found for almost every yeast species described to date. The locations of the unique defining sequences are in accordance with the variability map of large subunit ribosomal RNA and provide detail of the evolution of the D1/D2 region. This approach will be applicable to the rapid identification of unique sequences in other DNA sequence sets.Availability: Freely available upon request from the authors.Supplementary information: Results are available athttp://www.sys.uea.ac.uk/~jjw/project/paperContact:jjw@sys.uea.ac.uk*To whom correspondence should beaddressed.	2002-07-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176911100014&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/7/1004/256692/Determining-a-unique-defining-DNA-sequence-for	10.1093/bioinformatics/18.7.1004	NULL	http://www.sys.uea.ac.uk/~jjw/project/paper,http://jjw@sys.uea.ac.uk	NULL	NULL
645	"Calculations of protein volumes:  sensitivity analysis and
parameter database"	http://bioinfo.mbb.yale.edu/geometry,http://molmovdb.org,http://JerryTsai@TAMU.edu,http://Mark.Gerstein@Yale.edu	ORIGINAL PAPER	4	34	0	Bioinformatics Oxford	Jerry Tsai,Mark Gerstein	NULL	Motivation: The precise sizes of protein atoms in terms of occupied packingvolume are of great importance. We have previously presented standardvolumes for protein residues based on calculations with Voronoi-likepolyhedra. To understand the applicability and limitations of our set, weinvestigated, in detail, the sensitivity of the volume calculations to anumber of factors: (i) the van der Waals radii set, (ii) the criteria forincluding buried atoms in the calculations or atom selection, (iii) themethod of positioning the dividing plane in polyhedra construction, and (iv)the set of structures used in the averaging.Results: We find that different radii sets have only moderate affects to thedistribution and mean of volumes. Atom selection and dividing plane methodscause larger changes in protein atoms volumes. More significantly, we showhow the variation in volumes appears to be clearly related to the quality ofthe structures analyzed, with higher quality structures giving consistentlysmaller average volumes with less variance.Availability/Supplementary Information: Programs and associated data files are available fromhttp://bioinfo.mbb.yale.edu/geometryandhttp://molmovdb.org. In particular, we make available an extensive databaseof many different sets of protein geometric parameters.Contact:JerryTsai@TAMU.edu;Mark.Gerstein@Yale.edu*To whom correspondence should beaddressed.	2002-07-01	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000176911100012&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/bioinformatics/article/18/7/985/256646/Calculations-of-protein-volumes-sensitivity	10.1093/bioinformatics/18.7.985	NULL	http://bioinfo.mbb.yale.edu/geometry,http://molmovdb.org,http://JerryTsai@TAMU.edu,http://Mark.Gerstein@Yale.edu	NULL	NULL
